qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.009830951690673828,0.013925313949584961,0.013740777969360352,0.013409614562988281,0.013180732727050781,0.013623952865600586,0.0072591304779052734
0.010035037994384766,0.015122652053833008,0.013860940933227539,0.014479398727416992,0.013214588165283203,0.014039754867553711,0.00725555419921875
0.010285615921020508,0.014336347579956055,0.013720989227294922,0.013847589492797852,0.01364278793334961,0.013489484786987305,0.00725555419921875
0.009999752044677734,0.014081478118896484,0.01397252082824707,0.01343083381652832,0.014309406280517578,0.01351785659790039,0.007243156433105469
0.009733200073242188,0.014959573745727539,0.013251066207885742,0.013449907302856445,0.013296842575073242,0.013450384140014648,0.007261753082275391
0.009842872619628906,0.01403355598449707,0.014884471893310547,0.014094829559326172,0.013652563095092773,0.013555288314819336,0.007360219955444336
0.009974002838134766,0.013840675354003906,0.014708518981933594,0.014090776443481445,0.01396489143371582,0.013472318649291992,0.007229328155517578
0.010035276412963867,0.014712333679199219,0.013652801513671875,0.01308584213256836,0.013701438903808594,0.01360630989074707,0.007372379302978516
0.009809494018554688,0.014287948608398438,0.01401209831237793,0.013164758682250977,0.012965679168701172,0.013514995574951172,0.00722813606262207
0.009802818298339844,0.013596057891845703,0.013885259628295898,0.013361692428588867,0.013390779495239258,0.013528823852539062,0.007275819778442383
0.009502649307250977,0.014250516891479492,0.01386570930480957,0.014038324356079102,0.013249635696411133,0.013478755950927734,0.007225990295410156
0.009655237197875977,0.014423131942749023,0.014356851577758789,0.013258218765258789,0.013028621673583984,0.01366281509399414,0.0072138309478759766
0.00991201400756836,0.014153718948364258,0.014349699020385742,0.01284646987915039,0.013430595397949219,0.013540983200073242,0.007254838943481445
0.009751081466674805,0.013657093048095703,0.014592170715332031,0.01336812973022461,0.013355493545532227,0.013458251953125,0.007272481918334961
0.009763956069946289,0.014597892761230469,0.014594793319702148,0.013735055923461914,0.013152599334716797,0.013510942459106445,0.007300615310668945
0.010019302368164062,0.014369964599609375,0.014227151870727539,0.014045476913452148,0.013692378997802734,0.013724327087402344,0.007210969924926758
0.0099945068359375,0.01349186897277832,0.014293909072875977,0.01308131217956543,0.013301610946655273,0.013479471206665039,0.0072519779205322266
0.009598970413208008,0.013983011245727539,0.014487743377685547,0.013625621795654297,0.014024972915649414,0.013595342636108398,0.007215976715087891
0.009542226791381836,0.013532876968383789,0.014368534088134766,0.015109777450561523,0.014025449752807617,0.013480663299560547,0.007254123687744141
0.009618997573852539,0.013852357864379883,0.014267921447753906,0.015076398849487305,0.013357162475585938,0.013472795486450195,0.0072672367095947266
0.010025739669799805,0.013698577880859375,0.014288663864135742,0.014806985855102539,0.013782024383544922,0.013469934463500977,0.007225990295410156
0.00969552993774414,0.013321399688720703,0.014195442199707031,0.01420903205871582,0.013524293899536133,0.013475179672241211,0.007299661636352539
0.009814739227294922,0.014006376266479492,0.014113426208496094,0.014452219009399414,0.013380765914916992,0.013474225997924805,0.007215738296508789
0.00985264778137207,0.013623237609863281,0.013988494873046875,0.014583826065063477,0.013428926467895508,0.013600349426269531,0.0072557926177978516
0.009988069534301758,0.014127731323242188,0.015184402465820312,0.01424098014831543,0.01353907585144043,0.013542652130126953,0.007210969924926758
0.009735822677612305,0.01454305648803711,0.014137983322143555,0.01412200927734375,0.013966083526611328,0.013531923294067383,0.007231950759887695
0.00997304916381836,0.014052391052246094,0.013898849487304688,0.014913558959960938,0.013580083847045898,0.013625383377075195,0.007236003875732422
0.009818553924560547,0.014019250869750977,0.01479339599609375,0.014285564422607422,0.0137939453125,0.013503551483154297,0.007266521453857422
0.009816646575927734,0.01415395736694336,0.014224767684936523,0.013591766357421875,0.013430356979370117,0.013476371765136719,0.007266521453857422
0.009660005569458008,0.014316797256469727,0.014707088470458984,0.015106916427612305,0.013292312622070312,0.01353311538696289,0.007174491882324219
0.009676218032836914,0.013648033142089844,0.014531373977661133,0.014174461364746094,0.013462543487548828,0.013684272766113281,0.007248640060424805
0.009788274765014648,0.01372528076171875,0.014744997024536133,0.014017581939697266,0.01350259780883789,0.013615608215332031,0.007233381271362305
0.009609460830688477,0.013521909713745117,0.01435542106628418,0.013797283172607422,0.013194799423217773,0.014066934585571289,0.007248640060424805
0.00958395004272461,0.014839887619018555,0.01462411880493164,0.014669656753540039,0.013278007507324219,0.013744592666625977,0.00736546516418457
0.009517431259155273,0.014031410217285156,0.014590978622436523,0.014185905456542969,0.013100862503051758,0.013707637786865234,0.007221221923828125
0.009963750839233398,0.01408529281616211,0.013995647430419922,0.013690710067749023,0.013283967971801758,0.013708353042602539,0.007305145263671875
0.009838342666625977,0.014019489288330078,0.014311790466308594,0.013651132583618164,0.013471841812133789,0.013448238372802734,0.0072174072265625
0.009586095809936523,0.013765573501586914,0.014081478118896484,0.013213157653808594,0.013532161712646484,0.013516902923583984,0.007263898849487305
0.009913206100463867,0.014042139053344727,0.013907432556152344,0.012896060943603516,0.013343572616577148,0.013637065887451172,0.007234096527099609
0.009957075119018555,0.01361227035522461,0.014643669128417969,0.013939619064331055,0.013327836990356445,0.013621807098388672,0.0072784423828125
0.009937286376953125,0.014536619186401367,0.014269828796386719,0.013416528701782227,0.013146638870239258,0.013518810272216797,0.007230043411254883
0.009976863861083984,0.013909339904785156,0.01389765739440918,0.014063596725463867,0.01337575912475586,0.013543367385864258,0.007241249084472656
0.009843826293945312,0.01403665542602539,0.014061689376831055,0.013113021850585938,0.013932228088378906,0.013515949249267578,0.007418155670166016
0.009676933288574219,0.013810873031616211,0.014466524124145508,0.013481855392456055,0.013038396835327148,0.013655662536621094,0.007203340530395508
0.009762048721313477,0.015179634094238281,0.015042304992675781,0.014231443405151367,0.014195919036865234,0.013607263565063477,0.00726771354675293
0.009741544723510742,0.013934135437011719,0.014027833938598633,0.014728546142578125,0.013646364212036133,0.013601303100585938,0.007304191589355469
0.00991201400756836,0.014290809631347656,0.014510869979858398,0.014026403427124023,0.013566732406616211,0.013573408126831055,0.007378816604614258
0.009694576263427734,0.014475345611572266,0.014381170272827148,0.013818979263305664,0.013233184814453125,0.013514518737792969,0.007441520690917969
0.009834766387939453,0.014531135559082031,0.014079809188842773,0.013960123062133789,0.013601064682006836,0.013570070266723633,0.0072460174560546875
0.010203123092651367,0.014767169952392578,0.01471567153930664,0.014605998992919922,0.013165473937988281,0.013920783996582031,0.007330179214477539
0.009984970092773438,0.014169692993164062,0.014624595642089844,0.013564348220825195,0.013567209243774414,0.013719320297241211,0.007332324981689453
0.009793996810913086,0.01458597183227539,0.014808177947998047,0.015390396118164062,0.013527154922485352,0.01356959342956543,0.007310628890991211
0.009582757949829102,0.015094280242919922,0.013853788375854492,0.013995170593261719,0.014568805694580078,0.013535499572753906,0.007214546203613281
0.010014772415161133,0.01433873176574707,0.014379024505615234,0.013711214065551758,0.013121843338012695,0.013533830642700195,0.0073528289794921875
0.009851694107055664,0.014203071594238281,0.015424013137817383,0.013866186141967773,0.013786077499389648,0.013440608978271484,0.007354736328125
0.0103302001953125,0.014299154281616211,0.015227079391479492,0.015066146850585938,0.013243675231933594,0.01347661018371582,0.007275819778442383
0.0102691650390625,0.015427350997924805,0.015187501907348633,0.014060497283935547,0.013596296310424805,0.013542890548706055,0.0073375701904296875
0.009840965270996094,0.013712882995605469,0.014484405517578125,0.014199018478393555,0.013547420501708984,0.013596296310424805,0.007212638854980469
0.009846687316894531,0.014117002487182617,0.014400005340576172,0.013920068740844727,0.013223648071289062,0.013450145721435547,0.007332801818847656
0.00965261459350586,0.014617204666137695,0.01437234878540039,0.01394510269165039,0.013106822967529297,0.013510704040527344,0.007369279861450195
0.009878158569335938,0.013993024826049805,0.014319181442260742,0.013426065444946289,0.013568878173828125,0.013608455657958984,0.007312297821044922
0.009789466857910156,0.014295578002929688,0.01521444320678711,0.013693571090698242,0.013848066329956055,0.013498783111572266,0.007397890090942383
0.009941339492797852,0.014210939407348633,0.013968467712402344,0.01465463638305664,0.013287782669067383,0.01356196403503418,0.007194995880126953
0.009891748428344727,0.016143321990966797,0.014450550079345703,0.014858722686767578,0.013298988342285156,0.013609647750854492,0.007267475128173828
