qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.010034561157226562,0.014066457748413086,0.013945817947387695,0.014430761337280273,0.013554573059082031,0.013479948043823242,0.00732731819152832
0.010095596313476562,0.013552427291870117,0.014528274536132812,0.01382756233215332,0.013895750045776367,0.013482332229614258,0.007273674011230469
0.01003122329711914,0.013939142227172852,0.015302658081054688,0.014111757278442383,0.013629436492919922,0.013484001159667969,0.00724029541015625
0.009855985641479492,0.013453483581542969,0.01446843147277832,0.013039350509643555,0.013988971710205078,0.013424396514892578,0.00722503662109375
0.009907007217407227,0.013778448104858398,0.015225887298583984,0.013300895690917969,0.013828754425048828,0.013630390167236328,0.007211923599243164
0.009926080703735352,0.013883829116821289,0.014445781707763672,0.013911724090576172,0.013706445693969727,0.013432502746582031,0.007240772247314453
0.009757280349731445,0.013614892959594727,0.014312028884887695,0.014245748519897461,0.014090538024902344,0.013548135757446289,0.007229804992675781
0.009988784790039062,0.013864994049072266,0.014413595199584961,0.01351618766784668,0.01367807388305664,0.013484954833984375,0.007266998291015625
0.009685993194580078,0.013838052749633789,0.014546632766723633,0.013354778289794922,0.014318704605102539,0.013523101806640625,0.008039236068725586
0.009821414947509766,0.014192581176757812,0.014168500900268555,0.015316009521484375,0.01410222053527832,0.013484001159667969,0.0076446533203125
0.00980687141418457,0.01402425765991211,0.01425480842590332,0.014339685440063477,0.014046192169189453,0.013584613800048828,0.007854700088500977
0.010102272033691406,0.013415098190307617,0.01472926139831543,0.01414346694946289,0.014289617538452148,0.015106678009033203,0.007420539855957031
0.009768247604370117,0.01404714584350586,0.014644145965576172,0.013970375061035156,0.014433860778808594,0.014359712600708008,0.00742650032043457
0.009778261184692383,0.013697385787963867,0.01422739028930664,0.013909578323364258,0.01419687271118164,0.013699531555175781,0.007459163665771484
0.009854793548583984,0.013402938842773438,0.014520406723022461,0.013868093490600586,0.014035224914550781,0.013511180877685547,0.007505893707275391
0.0101165771484375,0.013795852661132812,0.014757633209228516,0.013779640197753906,0.013788223266601562,0.013618946075439453,0.007455110549926758
0.010119438171386719,0.013897895812988281,0.014204263687133789,0.013924598693847656,0.014099836349487305,0.013549327850341797,0.0074503421783447266
0.009862899780273438,0.014194726943969727,0.014136791229248047,0.013756513595581055,0.013973236083984375,0.013518095016479492,0.007405281066894531
0.009721755981445312,0.013861656188964844,0.014430999755859375,0.014386892318725586,0.013739585876464844,0.013713359832763672,0.007443666458129883
0.010157585144042969,0.014609813690185547,0.014237165451049805,0.01433563232421875,0.013703584671020508,0.013732194900512695,0.007418394088745117
0.009720325469970703,0.014304876327514648,0.014153718948364258,0.013982772827148438,0.01361536979675293,0.013672828674316406,0.007445335388183594
0.009981393814086914,0.014911174774169922,0.014324188232421875,0.01475834846496582,0.013617277145385742,0.013665199279785156,0.0075800418853759766
0.009778022766113281,0.01475071907043457,0.014474153518676758,0.014491796493530273,0.013991355895996094,0.013671875,0.007369518280029297
0.010007619857788086,0.013795852661132812,0.01409769058227539,0.014456748962402344,0.013715982437133789,0.013663053512573242,0.007697105407714844
0.00951385498046875,0.01344752311706543,0.014508247375488281,0.015020608901977539,0.013394594192504883,0.014145612716674805,0.00753331184387207
0.009822368621826172,0.013649940490722656,0.014911174774169922,0.015360832214355469,0.013197660446166992,0.013843536376953125,0.0072574615478515625
0.009623050689697266,0.01378774642944336,0.014246225357055664,0.014165639877319336,0.013426780700683594,0.013699531555175781,0.007179737091064453
0.009927511215209961,0.013665914535522461,0.01428079605102539,0.016196489334106445,0.013192176818847656,0.013700008392333984,0.0072252750396728516
0.009723901748657227,0.01438450813293457,0.014350175857543945,0.013454198837280273,0.013617753982543945,0.013615608215332031,0.007272243499755859
0.009725809097290039,0.013720512390136719,0.014597415924072266,0.014273643493652344,0.013018608093261719,0.013675451278686523,0.007236480712890625
0.010579586029052734,0.013602256774902344,0.014132499694824219,0.01363229751586914,0.013708114624023438,0.013558626174926758,0.007165193557739258
0.009760141372680664,0.014225006103515625,0.014323711395263672,0.014494895935058594,0.01315450668334961,0.013527631759643555,0.007209300994873047
0.009860515594482422,0.013382196426391602,0.014201641082763672,0.013655424118041992,0.013295650482177734,0.013501167297363281,0.007157802581787109
0.010129928588867188,0.014020681381225586,0.013903617858886719,0.014205217361450195,0.013132810592651367,0.013589859008789062,0.00721430778503418
0.00994110107421875,0.013430118560791016,0.013823747634887695,0.013838529586791992,0.013495206832885742,0.013559818267822266,0.007296562194824219
0.010092020034790039,0.013595819473266602,0.014354705810546875,0.014085531234741211,0.013602733612060547,0.01375126838684082,0.00735783576965332
